time,open,high,low,close,volume,range,target,larry_profit_rate
2014-02-20 00:00:00,678000.0,682000.0,637000.0,655000.0,335.47867266,22500.0,685000.0,1.0
2014-02-21 00:00:00,644000.0,670000.0,580000.0,642000.0,501.15539524,45000.0,666500.0,0.9632408102025506
2014-02-22 00:00:00,633000.0,642000.0,601000.0,618000.0,167.98700984,20500.0,678000.0,1.0
2014-02-23 00:00:00,625000.0,693000.0,619000.0,670000.0,266.03109447,37000.0,645500.0,1.0379550735863672
2014-02-24 00:00:00,670000.0,676000.0,617000.0,633000.0,389.69032522,29500.0,707000.0,1.0
2014-02-25 00:00:00,629000.0,635000.0,490000.0,576000.0,746.42944787,72500.0,658500.0,1.0
2014-02-26 00:00:00,580000.0,628000.0,577000.0,600000.0,453.25668613,25500.0,652500.0,1.0
2014-02-27 00:00:00,604000.0,624000.0,603000.0,610000.0,214.3489589,10500.0,629500.0,1.0
2014-02-28 00:00:00,610000.0,615000.0,597000.0,605000.0,205.29156729,9000.0,620500.0,1.0
2014-03-01 00:00:00,600000.0,607000.0,583000.0,598000.0,67.71346259,12000.0,609000.0,1.0
2014-03-02 00:00:00,598000.0,607000.0,598000.0,600000.0,47.83875485,4500.0,610000.0,1.0
2014-03-03 00:00:00,599000.0,616000.0,596000.0,605000.0,239.70793771,10000.0,603500.0,1.0024855012427507
2014-03-04 00:00:00,610000.0,736000.0,610000.0,736000.0,554.11606408,63000.0,620000.0,1.1870967741935483
2014-03-05 00:00:00,733000.0,736000.0,670000.0,690000.0,315.50685809,33000.0,796000.0,1.0
2014-03-06 00:00:00,690000.0,700000.0,680000.0,685000.0,254.9425926,10000.0,723000.0,1.0
2014-03-07 00:00:00,680000.0,688000.0,608000.0,657000.0,324.75856813,40000.0,690000.0,1.0
2014-03-08 00:00:00,655000.0,662000.0,631000.0,646000.0,157.82364116,15500.0,695000.0,1.0
2014-03-09 00:00:00,644000.0,667000.0,634000.0,656000.0,163.22582534,16500.0,659500.0,0.9946929492039424
2014-03-10 00:00:00,652000.0,669000.0,647000.0,654000.0,169.00026625,11000.0,668500.0,0.9783096484667165
2014-03-11 00:00:00,649000.0,659000.0,646000.0,652000.0,224.34737065,6500.0,660000.0,1.0
2014-03-12 00:00:00,652000.0,670000.0,650000.0,664000.0,352.80721224,10000.0,658500.0,1.0083523158694
2014-03-13 00:00:00,664000.0,675000.0,661000.0,669000.0,225.05414224,7000.0,674000.0,0.9925816023738873
2014-03-14 00:00:00,669000.0,680000.0,667000.0,669000.0,279.74805383,6500.0,676000.0,0.9896449704142012
2014-03-15 00:00:00,668000.0,673000.0,665000.0,670000.0,88.41220492,4000.0,674500.0,1.0
2014-03-16 00:00:00,670000.0,678000.0,669000.0,674000.0,110.99737402,4500.0,674000.0,1.0
2014-03-17 00:00:00,673000.0,677000.0,657000.0,668000.0,289.87505043,10000.0,677500.0,1.0
2014-03-18 00:00:00,667000.0,669000.0,645000.0,649000.0,224.6539174,12000.0,677000.0,1.0
2014-03-19 00:00:00,649000.0,664000.0,649000.0,653000.0,233.06790478,7500.0,661000.0,0.9878971255673222
2014-03-20 00:00:00,652000.0,658000.0,630000.0,638000.0,304.07344056,14000.0,659500.0,1.0
2014-03-21 00:00:00,633000.0,655000.0,615000.0,620000.0,479.67618167,20000.0,647000.0,0.9582689335394127
2014-03-22 00:00:00,621000.0,628000.0,594000.0,601000.0,211.06852219,17000.0,641000.0,1.0
2014-03-23 00:00:00,606000.0,615000.0,602000.0,610000.0,128.14801516,6500.0,623000.0,1.0
2014-03-24 00:00:00,611000.0,618000.0,591000.0,601000.0,362.74517425,13500.0,617500.0,0.9732793522267207
2014-03-25 00:00:00,604000.0,627000.0,600000.0,619000.0,368.10804774,13500.0,617500.0,1.0024291497975708
2014-03-26 00:00:00,618000.0,626000.0,613000.0,624000.0,510.59664114,6500.0,631500.0,1.0
2014-03-27 00:00:00,625000.0,626000.0,548000.0,552000.0,695.16945889,39000.0,631500.0,1.0
2014-03-28 00:00:00,549000.0,571000.0,502000.0,539000.0,801.27252866,34500.0,588000.0,1.0
2014-03-29 00:00:00,533000.0,540000.0,524000.0,527000.0,214.92547577,8000.0,567500.0,1.0
2014-03-30 00:00:00,525000.0,530000.0,488000.0,488000.0,291.8200994,21000.0,533000.0,1.0
2014-03-31 00:00:00,488000.0,513000.0,455000.0,476000.0,555.41545198,29000.0,509000.0,0.9351669941060904
2014-04-01 00:00:00,482000.0,512000.0,466000.0,496000.0,361.12470947,23000.0,511000.0,0.9706457925636007
2014-04-02 00:00:00,495000.0,509000.0,480000.0,480000.0,286.15857015,14500.0,518000.0,1.0
2014-04-03 00:00:00,478000.0,480000.0,400000.0,438000.0,577.93569639,40000.0,492500.0,1.0
2014-04-04 00:00:00,439000.0,470000.0,436000.0,460000.0,273.87144953,17000.0,479000.0,1.0
2014-04-05 00:00:00,461000.0,473000.0,452000.0,465000.0,111.09925082,10500.0,478000.0,1.0
2014-04-06 00:00:00,466000.0,485000.0,466000.0,477000.0,265.38441562,9500.0,476500.0,1.0010493179433368
2014-04-07 00:00:00,477000.0,483000.0,471000.0,471000.0,159.04720642,6000.0,486500.0,1.0
2014-04-08 00:00:00,472000.0,483000.0,469000.0,473000.0,289.12122584,7000.0,478000.0,0.9895397489539749
2014-04-09 00:00:00,474000.0,480000.0,465000.0,467000.0,330.82693761,7500.0,481000.0,1.0
2014-04-10 00:00:00,467000.0,472000.0,418000.0,426000.0,392.02164635,27000.0,474500.0,1.0
2014-04-11 00:00:00,426000.0,448000.0,381000.0,431000.0,688.96310569,33500.0,453000.0,1.0
2014-04-12 00:00:00,434000.0,467000.0,433000.0,453000.0,251.10439015,17000.0,467500.0,1.0
2014-04-13 00:00:00,452000.0,453000.0,433000.0,434000.0,223.78070459,10000.0,469000.0,1.0
2014-04-14 00:00:00,434000.0,514000.0,425000.0,498000.0,634.63303554,44500.0,444000.0,1.1216216216216217
2014-04-15 00:00:00,497000.0,549000.0,490000.0,528000.0,831.46321635,29500.0,541500.0,0.9750692520775623
2014-04-16 00:00:00,530000.0,593000.0,528000.0,548000.0,680.38734417,32500.0,559500.0,0.9794459338695264
2014-04-17 00:00:00,551000.0,580000.0,512000.0,531000.0,414.07364155,34000.0,583500.0,1.0
2014-04-18 00:00:00,531000.0,544000.0,510000.0,514000.0,294.07564967,17000.0,565000.0,1.0
2014-04-19 00:00:00,514000.0,537000.0,504000.0,524000.0,175.64194284,16500.0,531000.0,0.9868173258003766
2014-04-20 00:00:00,524000.0,546000.0,520000.0,532000.0,70.41012243,13000.0,540500.0,0.9842738205365402
2014-04-21 00:00:00,532000.0,548000.0,523000.0,533000.0,231.04023338,12500.0,545000.0,0.9779816513761468
2014-04-22 00:00:00,534000.0,540000.0,524000.0,531000.0,127.45040897,8000.0,546500.0,1.0
2014-04-23 00:00:00,533000.0,538000.0,515000.0,520000.0,359.20169346,11500.0,541000.0,1.0
2014-04-24 00:00:00,523000.0,526000.0,513000.0,524000.0,166.72869108,6500.0,534500.0,1.0
2014-04-25 00:00:00,523000.0,534000.0,471000.0,475000.0,490.67495814,31500.0,529500.0,0.8970727101038716
2014-04-26 00:00:00,477000.0,487000.0,460000.0,478000.0,157.78195148,13500.0,508500.0,1.0
2014-04-27 00:00:00,480000.0,483000.0,470000.0,478000.0,94.36345116,6500.0,493500.0,1.0
2014-04-28 00:00:00,478000.0,478000.0,432000.0,456000.0,300.06434295,23000.0,484500.0,1.0
2014-04-29 00:00:00,456000.0,473000.0,451000.0,469000.0,272.60531702,11000.0,479000.0,1.0
2014-04-30 00:00:00,464000.0,468000.0,450000.0,466000.0,313.41384894,9000.0,475000.0,1.0
2014-05-01 00:00:00,466000.0,473000.0,461000.0,465000.0,172.01252705,6000.0,475000.0,1.0
2014-05-02 00:00:00,465000.0,474000.0,460000.0,461000.0,288.99590055,7000.0,471000.0,0.9787685774946921
2014-05-03 00:00:00,462000.0,466000.0,440000.0,459000.0,186.78863759,13000.0,469000.0,1.0
2014-05-04 00:00:00,452000.0,460000.0,450000.0,456000.0,122.20184658,5000.0,465000.0,1.0
2014-05-05 00:00:00,456000.0,457000.0,444000.0,447000.0,98.11248616,6500.0,461000.0,1.0
2014-05-06 00:00:00,447000.0,460000.0,435000.0,449000.0,206.73222645,12500.0,453500.0,0.9900771775082691
2014-05-07 00:00:00,452000.0,460000.0,445000.0,460000.0,350.73150153,7500.0,464500.0,1.0
2014-05-08 00:00:00,460000.0,468000.0,459000.0,459000.0,283.06137113,4500.0,467500.0,0.9818181818181818
2014-05-09 00:00:00,462000.0,469000.0,456000.0,469000.0,283.32853995,6500.0,466500.0,1.0053590568060022
2014-05-10 00:00:00,469000.0,476000.0,462000.0,472000.0,172.12950633,7000.0,475500.0,0.9926393270241851
2014-05-11 00:00:00,471000.0,474000.0,455000.0,455000.0,177.71673068,9500.0,478000.0,1.0
2014-05-12 00:00:00,455000.0,461000.0,448000.0,455000.0,150.37578647,6500.0,464500.0,1.0
2014-05-13 00:00:00,453000.0,460000.0,450000.0,451000.0,269.45777337,5000.0,459500.0,0.9815016322089227
2014-05-14 00:00:00,451000.0,459000.0,451000.0,454000.0,173.30829705,4000.0,456000.0,0.9956140350877193
2014-05-15 00:00:00,455000.0,480000.0,454000.0,464000.0,254.75124916,13000.0,459000.0,1.0108932461873639
2014-05-16 00:00:00,464000.0,470000.0,457000.0,468000.0,387.48135816,6500.0,477000.0,1.0
2014-07-02 00:00:00,681000.0,684000.0,656000.0,672000.0,699.59408339,14000.0,687500.0,1.0
2014-07-03 00:00:00,672000.0,676000.0,663000.0,665000.0,859.46885769,6500.0,686000.0,1.0
2014-07-04 00:00:00,665000.0,668000.0,642000.0,650000.0,803.76260341,13000.0,671500.0,1.0
2014-07-05 00:00:00,654000.0,656000.0,635000.0,651000.0,504.01854433,10500.0,667000.0,1.0
2014-07-06 00:00:00,651000.0,656000.0,646000.0,650000.0,471.15895136,5000.0,661500.0,1.0
2014-07-07 00:00:00,650000.0,653000.0,639000.0,640000.0,998.09102809,7000.0,655000.0,1.0
2014-07-08 00:00:00,640000.0,648000.0,634000.0,638000.0,616.63332342,7000.0,647000.0,0.9860896445131375
2014-07-09 00:00:00,640000.0,648000.0,637000.0,640000.0,1115.62134526,5500.0,647000.0,0.9891808346213292
2014-07-10 00:00:00,640000.0,648000.0,634000.0,640000.0,2276.18118054,7000.0,645500.0,0.9914794732765299
2014-07-11 00:00:00,642000.0,643000.0,634000.0,642000.0,1250.1869096,4500.0,649000.0,1.0
2014-07-12 00:00:00,643000.0,652000.0,640000.0,645000.0,503.56424022,6000.0,647500.0,0.9961389961389961
2014-07-13 00:00:00,645000.0,650000.0,642000.0,645000.0,217.63870693,4000.0,651000.0,1.0
2014-07-14 00:00:00,648000.0,649000.0,633000.0,634000.0,446.06821868,8000.0,652000.0,1.0
2014-07-15 00:00:00,637000.0,647000.0,634000.0,641000.0,804.74079116,6500.0,645000.0,0.993798449612403
2014-07-16 00:00:00,641000.0,647000.0,637000.0,637000.0,799.6852448,5000.0,647500.0,1.0
2014-07-17 00:00:00,637000.0,646000.0,635000.0,642000.0,685.74049961,5500.0,642000.0,1.0
2014-07-18 00:00:00,642000.0,652000.0,641000.0,645000.0,777.12546081,5500.0,647500.0,0.9961389961389961
2014-07-19 00:00:00,644000.0,654000.0,644000.0,653000.0,712.99670259,5000.0,649500.0,1.0053887605850655
2014-07-20 00:00:00,652000.0,654000.0,646000.0,648000.0,420.16084715,4000.0,657000.0,1.0
2014-07-21 00:00:00,647000.0,650000.0,645000.0,646000.0,908.63592972,2500.0,651000.0,1.0
2014-07-22 00:00:00,646000.0,649000.0,643000.0,643000.0,861.98942506,3000.0,648500.0,0.9915188897455667
2014-07-23 00:00:00,643000.0,651000.0,638000.0,642000.0,1613.78551242,6500.0,646000.0,0.9938080495356038
2014-07-24 00:00:00,644000.0,646000.0,616000.0,626000.0,1053.51435172,15000.0,650500.0,1.0
2014-07-25 00:00:00,626000.0,628000.0,616000.0,621000.0,641.86470204,6000.0,641000.0,1.0
2014-07-26 00:00:00,622000.0,624000.0,608000.0,611000.0,379.47758739,8000.0,628000.0,1.0
2014-07-27 00:00:00,610000.0,617000.0,609000.0,613000.0,131.5357005,4000.0,618000.0,1.0
2014-07-28 00:00:00,612000.0,613000.0,590000.0,595000.0,1036.45428305,11500.0,616000.0,1.0
2014-07-29 00:00:00,595000.0,609000.0,593000.0,594000.0,1013.08656761,8000.0,606500.0,0.9793899422918384
2014-07-30 00:00:00,597000.0,601000.0,590000.0,592000.0,1041.76244487,5500.0,605000.0,1.0
2014-07-31 00:00:00,592000.0,603000.0,1000.0,594000.0,1628.19452523,301000.0,597500.0,0.994142259414226
2014-08-01 00:00:00,597000.0,619000.0,594000.0,613000.0,900.30459455,12500.0,898000.0,1.0
2014-08-02 00:00:00,612000.0,622000.0,603000.0,606000.0,741.43192375,9500.0,624500.0,1.0
2014-08-03 00:00:00,606000.0,610000.0,597000.0,603000.0,218.29026237,6500.0,615500.0,1.0
2014-08-04 00:00:00,604000.0,609000.0,597000.0,605000.0,546.61678955,6000.0,610500.0,1.0
2014-08-05 00:00:00,606000.0,615000.0,598000.0,602000.0,1188.32428322,8500.0,612000.0,0.9836601307189542
2014-08-06 00:00:00,604000.0,615000.0,603000.0,605000.0,1160.77044699,6000.0,612500.0,0.9877551020408163
2014-08-07 00:00:00,606000.0,612000.0,606000.0,609000.0,1043.06432339,3000.0,612000.0,1.0
2014-08-08 00:00:00,608000.0,624000.0,607000.0,616000.0,1222.57095421,8500.0,611000.0,1.0081833060556464
2014-08-09 00:00:00,617000.0,619000.0,607000.0,610000.0,510.30038085,6000.0,625500.0,1.0
2014-08-10 00:00:00,609000.0,620000.0,609000.0,614000.0,314.71491158,5500.0,615000.0,0.9983739837398374
2014-08-11 00:00:00,614000.0,619000.0,608000.0,609000.0,1259.24887976,5500.0,619500.0,1.0
2014-08-12 00:00:00,609000.0,612000.0,585000.0,593000.0,1869.4863831,13500.0,614500.0,1.0
2014-08-13 00:00:00,593000.0,598000.0,540000.0,562000.0,2288.02108784,29000.0,606500.0,1.0
2014-08-14 00:00:00,561000.0,568000.0,508000.0,516000.0,1903.20173852,30000.0,590000.0,1.0
2014-08-15 00:00:00,516000.0,534000.0,510000.0,523000.0,733.36417701,12000.0,546000.0,1.0
2014-08-16 00:00:00,523000.0,528000.0,493000.0,517000.0,953.08143617,17500.0,535000.0,1.0
2014-08-17 00:00:00,514000.0,545000.0,504000.0,510000.0,1117.23354624,20500.0,531500.0,0.9595484477892756
2014-08-18 00:00:00,508000.0,516000.0,455000.0,470000.0,1991.56513922,30500.0,528500.0,1.0
2014-08-19 00:00:00,468000.0,492000.0,464000.0,490000.0,1573.14371424,14000.0,498500.0,1.0
2014-08-20 00:00:00,489000.0,509000.0,480000.0,507000.0,1460.39001619,14500.0,503000.0,1.0079522862823063
2014-08-21 00:00:00,507000.0,555000.0,501000.0,533000.0,2615.07021209,27000.0,521500.0,1.0220517737296262
2014-08-22 00:00:00,534000.0,536000.0,512000.0,530000.0,1349.68732598,12000.0,561000.0,1.0
2014-08-23 00:00:00,528000.0,530000.0,508000.0,519000.0,1019.37487326,11000.0,540000.0,1.0
2014-08-24 00:00:00,519000.0,519000.0,508000.0,517000.0,480.7499401,5500.0,530000.0,1.0
2014-08-25 00:00:00,515000.0,530000.0,515000.0,519000.0,1625.18361008,7500.0,520500.0,0.9971181556195965
2014-08-26 00:00:00,517000.0,525000.0,515000.0,523000.0,1667.84958675,5000.0,524500.0,0.9971401334604385
2014-08-27 00:00:00,523000.0,529000.0,520000.0,523000.0,987.44224639,4500.0,528000.0,0.990530303030303
2014-08-28 00:00:00,525000.0,525000.0,515000.0,518000.0,695.86169123,5000.0,529500.0,1.0
2014-08-29 00:00:00,515000.0,518000.0,512000.0,515000.0,510.09558204,3000.0,520000.0,1.0
2014-08-30 00:00:00,516000.0,517000.0,511000.0,513000.0,251.65475394,3000.0,519000.0,1.0
2014-08-31 00:00:00,515000.0,515000.0,490000.0,493000.0,517.37136283,12500.0,518000.0,1.0
2014-09-01 00:00:00,495000.0,497000.0,478000.0,488000.0,848.70481491,9500.0,507500.0,1.0
2014-09-02 00:00:00,488000.0,492000.0,476000.0,486000.0,531.72954809,8000.0,497500.0,1.0
2014-09-03 00:00:00,485000.0,491000.0,483000.0,486000.0,491.95088238,4000.0,493000.0,1.0
2014-09-04 00:00:00,485000.0,490000.0,480000.0,490000.0,649.31726293,5000.0,489000.0,1.0020449897750512
2014-09-05 00:00:00,489000.0,496000.0,483000.0,489000.0,915.78826115,6500.0,494000.0,0.9898785425101214
2014-09-06 00:00:00,489000.0,489000.0,484000.0,487000.0,208.59654408,2500.0,495500.0,1.0
2014-09-07 00:00:00,486000.0,490000.0,485000.0,489000.0,171.01153559,2500.0,488500.0,1.0010235414534288
2014-09-08 00:00:00,489000.0,489000.0,475000.0,478000.0,309.25538832,7000.0,491500.0,1.0
2014-09-09 00:00:00,480000.0,484000.0,475000.0,479000.0,307.19108886,4500.0,487000.0,1.0
2014-09-10 00:00:00,481000.0,490000.0,478000.0,487000.0,439.44567525,6000.0,485500.0,1.0030895983522141
2014-09-11 00:00:00,488000.0,489000.0,482000.0,484000.0,470.73319755,3500.0,494000.0,1.0
2014-09-12 00:00:00,484000.0,487000.0,481000.0,484000.0,920.55385891,3000.0,487500.0,1.0
2014-09-13 00:00:00,484000.0,490000.0,482000.0,488000.0,537.63749727,4000.0,487000.0,1.002053388090349
2014-09-14 00:00:00,488000.0,488000.0,485000.0,486000.0,215.47097172,1500.0,492000.0,1.0
2014-09-15 00:00:00,486000.0,487000.0,481000.0,485000.0,475.99713396,3000.0,487500.0,1.0
2014-09-16 00:00:00,483000.0,485000.0,475000.0,475000.0,691.6426795,5000.0,486000.0,1.0
2014-09-17 00:00:00,477000.0,478000.0,455000.0,458000.0,870.58612557,11500.0,482000.0,1.0
2014-09-18 00:00:00,463000.0,472000.0,442000.0,444000.0,1151.49720508,15000.0,474500.0,1.0
2014-09-19 00:00:00,444000.0,447000.0,294000.0,399000.0,2431.56987103,76500.0,459000.0,1.0
2014-09-20 00:00:00,402000.0,437000.0,401000.0,430000.0,1691.98361831,18000.0,478500.0,1.0
2014-09-21 00:00:00,429000.0,436000.0,404000.0,417000.0,1362.09972374,16000.0,447000.0,1.0
2014-09-22 00:00:00,414000.0,421000.0,410000.0,412000.0,1330.05230626,5500.0,430000.0,1.0
2014-09-23 00:00:00,412000.0,418000.0,403000.0,409000.0,895.9301628,7500.0,417500.0,0.9796407185628743
2014-09-24 00:00:00,410000.0,450000.0,406000.0,438000.0,1834.13384335,22000.0,417500.0,1.0491017964071856
2014-09-25 00:00:00,437000.0,437000.0,407000.0,417000.0,1366.08902518,15000.0,459000.0,1.0
2014-09-26 00:00:00,418000.0,426000.0,410000.0,413000.0,1408.30400067,8000.0,433000.0,1.0
2014-09-27 00:00:00,412000.0,416000.0,409000.0,409000.0,788.26543801,3500.0,420000.0,1.0
2014-09-28 00:00:00,410000.0,411000.0,402000.0,404000.0,778.47497982,4500.0,413500.0,1.0
2014-09-29 00:00:00,402000.0,406000.0,384000.0,392000.0,1790.72598175,11000.0,406500.0,1.0
2014-09-30 00:00:00,391000.0,394000.0,383000.0,390000.0,1227.83274207,5500.0,402000.0,1.0
2014-10-01 00:00:00,390000.0,403000.0,389000.0,396000.0,1325.91218479,7000.0,395500.0,1.0012642225031605
2014-10-02 00:00:00,396000.0,400000.0,386000.0,390000.0,746.04917607,7000.0,403000.0,1.0
2014-10-03 00:00:00,387000.0,390000.0,382000.0,384000.0,669.92372679,4000.0,394000.0,1.0
2014-10-04 00:00:00,385000.0,386000.0,354000.0,359000.0,1238.78763819,16000.0,389000.0,1.0
2014-10-05 00:00:00,358000.0,362000.0,315000.0,333000.0,1549.73601303,23500.0,374000.0,1.0
2014-10-06 00:00:00,333000.0,350000.0,301000.0,350000.0,2797.34174055,24500.0,356500.0,1.0
2014-10-07 00:00:00,349000.0,357000.0,336000.0,348000.0,1905.38940727,10500.0,373500.0,1.0
2014-10-08 00:00:00,347000.0,371000.0,341000.0,371000.0,1740.53895996,15000.0,357500.0,1.0377622377622377
2014-10-09 00:00:00,371000.0,406000.0,366000.0,406000.0,2865.04324775,20000.0,386000.0,1.0518134715025906
2014-10-10 00:00:00,407000.0,408000.0,380000.0,383000.0,1878.5771022,14000.0,427000.0,1.0
2014-10-11 00:00:00,381000.0,390000.0,375000.0,377000.0,994.56363267,7500.0,395000.0,1.0
2014-10-12 00:00:00,377000.0,383000.0,372000.0,382000.0,638.43804699,5500.0,384500.0,1.0
2014-10-13 00:00:00,382000.0,393000.0,376000.0,389000.0,2176.67464095,8500.0,387500.0,1.0038709677419355
2014-10-14 00:00:00,390000.0,420000.0,386000.0,411000.0,3006.72807457,17000.0,398500.0,1.0313676286072773
2014-10-15 00:00:00,412000.0,419000.0,396000.0,408000.0,2268.49508066,11500.0,429000.0,1.0
2014-10-16 00:00:00,407000.0,409000.0,395000.0,395000.0,1894.58838785,7000.0,418500.0,1.0
2014-10-17 00:00:00,395000.0,403000.0,380000.0,393000.0,1427.21278502,11500.0,402000.0,0.9776119402985075
2014-10-18 00:00:00,394000.0,407000.0,393000.0,404000.0,890.3510307,7000.0,405500.0,0.9963008631319359
2014-10-19 00:00:00,403000.0,410000.0,401000.0,408000.0,1316.19936515,4500.0,410000.0,1.0
2014-10-20 00:00:00,407000.0,408000.0,396000.0,400000.0,1373.8699413,6000.0,411500.0,1.0
2014-10-21 00:00:00,400000.0,405000.0,395000.0,403000.0,1141.63771233,5000.0,406000.0,1.0
2014-10-22 00:00:00,403000.0,404000.0,398000.0,399000.0,1003.46780355,3000.0,408000.0,1.0
